ProviderID,ProviderName,ProviderType,ProviderPrimaryInspectionCategory,ProviderStreetAddress,ProviderAddressLine2,ProviderCity,ProviderPostCode,ProviderLocalAuthority,ProviderRegion,Service/PopulationGroup,Domain,LatestRating,PublicationDate,ReportType,InheritedRating(Y/N),URL,BrandID,BrandName
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Services for people with acquired brain injury,Safe,Good,23/10/2018,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Services for people with acquired brain injury,Well-led,Good,23/10/2018,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Specialist community mental health services for children and young people,Caring,Good,18/12/2020,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Specialist community mental health services for children and young people,Effective,Good,08/01/2016,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Specialist community mental health services for children and young people,Overall,Good,18/12/2020,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Specialist community mental health services for children and young people,Responsive,Requires improvement,18/12/2020,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Specialist community mental health services for children and young people,Safe,Good,08/01/2016,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Specialist community mental health services for children and young people,Well-led,Good,18/12/2020,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Specialist eating disorders services,Caring,Good,23/10/2018,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Specialist eating disorders services,Effective,Good,23/10/2018,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Specialist eating disorders services,Overall,Good,23/10/2018,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Specialist eating disorders services,Responsive,Good,23/10/2018,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Specialist eating disorders services,Safe,Good,23/10/2018,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Specialist eating disorders services,Well-led,Good,23/10/2018,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Wards for older people with mental health problems,Caring,Good,07/06/2017,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Wards for older people with mental health problems,Effective,Good,07/06/2017,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Wards for older people with mental health problems,Overall,Good,07/06/2017,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Wards for older people with mental health problems,Responsive,Good,07/06/2017,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Wards for older people with mental health problems,Safe,Requires improvement,07/06/2017,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Wards for older people with mental health problems,Well-led,Good,07/06/2017,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Wards for people with learning disabilities or autism,Caring,Outstanding,08/01/2016,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Wards for people with learning disabilities or autism,Effective,Outstanding,08/01/2016,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Wards for people with learning disabilities or autism,Overall,Outstanding,08/01/2016,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Wards for people with learning disabilities or autism,Responsive,Good,08/01/2016,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Wards for people with learning disabilities or autism,Safe,Good,08/01/2016,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV5,South London and Maudsley NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,1st Floor Admin Building,London,SE5 8AZ,Southwark,London,Wards for people with learning disabilities or autism,Well-led,Outstanding,08/01/2016,CoreService,N,http://www.cqc.org.uk/provider/RV5,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Acute wards for adults of working age and psychiatric intensive care units,Caring,Good,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Acute wards for adults of working age and psychiatric intensive care units,Effective,Requires improvement,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Acute wards for adults of working age and psychiatric intensive care units,Overall,Requires improvement,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Acute wards for adults of working age and psychiatric intensive care units,Responsive,Good,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Acute wards for adults of working age and psychiatric intensive care units,Safe,Good,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Acute wards for adults of working age and psychiatric intensive care units,Well-led,Requires improvement,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community end of life care,Caring,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community end of life care,Effective,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community end of life care,Overall,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community end of life care,Responsive,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community end of life care,Safe,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community end of life care,Well-led,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community health inpatient services,Caring,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community health inpatient services,Effective,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community health inpatient services,Overall,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community health inpatient services,Responsive,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community health inpatient services,Safe,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community health inpatient services,Well-led,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community health services for adults,Caring,Good,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community health services for adults,Effective,Requires improvement,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community health services for adults,Overall,Requires improvement,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community health services for adults,Responsive,Good,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community health services for adults,Safe,Requires improvement,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community health services for adults,Well-led,Requires improvement,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,"Community health services for children, young people and families",Caring,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,"Community health services for children, young people and families",Effective,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,"Community health services for children, young people and families",Overall,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,"Community health services for children, young people and families",Responsive,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,"Community health services for children, young people and families",Safe,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,"Community health services for children, young people and families",Well-led,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community mental health services for people with a learning disability or autism,Caring,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community mental health services for people with a learning disability or autism,Effective,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community mental health services for people with a learning disability or autism,Overall,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community mental health services for people with a learning disability or autism,Responsive,Requires improvement,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community mental health services for people with a learning disability or autism,Safe,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community mental health services for people with a learning disability or autism,Well-led,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community-based mental health services for adults of working age,Caring,Good,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community-based mental health services for adults of working age,Effective,Good,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community-based mental health services for adults of working age,Overall,Good,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community-based mental health services for adults of working age,Responsive,Good,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community-based mental health services for adults of working age,Safe,Requires improvement,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community-based mental health services for adults of working age,Well-led,Good,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community-based mental health services for older people,Caring,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community-based mental health services for older people,Effective,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community-based mental health services for older people,Overall,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community-based mental health services for older people,Responsive,Requires improvement,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community-based mental health services for older people,Safe,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Community-based mental health services for older people,Well-led,Good,10/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Forensic inpatient or secure wards,Caring,Good,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Forensic inpatient or secure wards,Effective,Good,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Forensic inpatient or secure wards,Overall,Requires improvement,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Forensic inpatient or secure wards,Responsive,Good,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Forensic inpatient or secure wards,Safe,Requires improvement,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Forensic inpatient or secure wards,Well-led,Requires improvement,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Long stay or rehabilitation mental health wards for working age adults,Caring,Good,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Long stay or rehabilitation mental health wards for working age adults,Effective,Good,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Long stay or rehabilitation mental health wards for working age adults,Overall,Good,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Long stay or rehabilitation mental health wards for working age adults,Responsive,Good,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Long stay or rehabilitation mental health wards for working age adults,Safe,Requires improvement,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
